State,Year,Cause,Number_of_Cases,Cause_Details
Himachal Pradesh,2009,Mental Illness,30,"{""<18"": 4, ""18-25"": 5, ""26-35"": 14, ""36-45"": 6, ""46-60"": 6, ""60+"": 6}"
Himachal Pradesh,2009,Relationship Issues,33,"{""<18"": 4, ""18-25"": 10, ""26-35"": 7, ""36-45"": 5, ""46-60"": 6, ""60+"": 7}"
Himachal Pradesh,2009,Exam Stresz,37,"{'<18': 3, '18-25': 10, '26-35': 4, '36-45': 0, '46-60': 5, '60+': 7}"
Himachal Pradesh,2009,Addiction,48,"{""<18"": 3, ""18-25"": 7, ""26-35"": 3, ""36-45"": 4, ""46-60"": 8, ""60+"": 4}"
Himachal Pradesh,2009,Chronic Illness,43,"{""<18"": 3, ""18-25"": 3, ""26-35"": 6, ""36-45"": 4, ""46-60"": 7, ""60+"": 0}"
Himachal Pradesh,2009,Unemploymenz,33,"{""<18"": 4, ""18-25"": 2, ""26-35"": 6, ""36-45"": 4, ""46-60"": 6, ""60+"": 2}"
Himachal Pradesh,2009,Work Pressure,38,"{""<18"": 6, ""18-25"": 9, ""26-35"": 5, ""36-45"": 7, ""46-60"": 3, ""60+"": 5}"
Himachal Pradesh,2009,Unknown,39,"{""<18"": 2, ""18-25"": 10, ""26-35"": 3, ""36-45"": 5, ""46-60"": 3, ""60+"": 3}"
Himachal-Pradesh,2009,Natural Causes,42,"{""<18"": 4, ""18-25"": 7, ""26-35"": 5, ""36-45"": 2, ""46-60"": 6, ""60+"": 4}"
Himachal Pradesh,2010,Family Issues,39,"{""<18"": 5, ""18-25"": 4, ""26-35"": 3, ""36-45"": 7, ""46-60"": 7, ""60+"": 5}"
Himachalpradesh,2010,Financial Crisis,36,"{""<18"": 6, ""18-25"": 2, ""26-35"": 2, ""36-45"": 4, ""46-60"": 6, ""60+"": 7}"
Himachalpradesh,2010,Mental Illness,39,"{""<18"": 7, ""18-25"": 6, ""26-35"": 8, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Himachal Pradesh,2010,Relationship Issues,40,"{""<18"": 3, ""18-25"": 7, ""26-35"": 5, ""36-45"": 5, ""46-60"": 5, ""60+"": 4}"
Himachal Pradesh,2010,Exam Stress,33,"{'<18': 6, '18-25': 4, '26-35': 5, '36-45': 1, '46-60': 3, '60+': 3}"
Himachal Pradesh,2010,Addiction,47,"{""<18"": 4, ""18-25"": 7, ""26-35"": 3, ""36-45"": 4, ""46-60"": 3, ""60+"": 5}"
Himachal Pradesh,2010,Chronic Illness,42,"{""<18"": 4, ""18-25"": 8, ""26-35"": 7, ""36-45"": 8, ""46-60"": 4, ""60+"": 7}"
Himachal Pradesh,2010,Unemployment,30,"{""<18"": 5, ""18-25"": 2, ""26-35"": 1, ""36-45"": 6, ""46-60"": 2, ""60+"": 2}"
Himachal-Pradesh,2010,Work Pressure,35,"{""<18"": 4, ""18-25"": 3, ""26-35"": 7, ""36-45"": 5, ""46-60"": 4, ""60+"": 4}"
Himachal-Pradesh,2010,Unknown,46,"{""<18"": 5, ""18-25"": 5, ""26-35"": 7, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Himachal Pradesh,2010,Natural Causes,34,"{""<18"": 5, ""18-25"": 2, ""26-35"": 7, ""36-45"": 8, ""46-60"": 10, ""60+"": 5}"
Himachalpradesh,2011,Family Issues,27,"{""<18"": 6, ""18-25"": 6, ""26-35"": 8, ""36-45"": 3, ""46-60"": 3, ""60+"": 3}"
Himachal Pradesh,2011,Financial Crisis,37,"{""<18"": 2, ""18-25"": 4, ""26-35"": 6, ""36-45"": 7, ""46-60"": 6, ""60+"": 6}"
Himachal-Pradesh,2011,Mental Illness,45,"{""<18"": 8, ""18-25"": 5, ""26-35"": 4, ""36-45"": 3, ""46-60"": 4, ""60+"": 4}"
Himachal Pradesh,2011,Relationship Issuey,35,"{'<18': 7, '18-25': 4, '26-35': 5, '36-45': 3, '46-60': 7, '60+': 6}"
Himachal Pradesh,2011,Exam Stress,33,"{""<18"": 5, ""18-25"": 7, ""26-35"": 5, ""36-45"": 4, ""46-60"": 3, ""60+"": 6}"
Himachal Pradesh,2011,Addiction,39,"{'<18': 7, '18-25': 7, '26-35': 6, '36-45': 4, '46-60': 4, '60+': 4}"
Himachal Pradesh,2011,Chronic Illness,33,"{""<18"": 4, ""18-25"": 3, ""26-35"": 4, ""36-45"": 6, ""46-60"": 7, ""60+"": 6}"
Himachal Pradesh,2011,Unemployment,48,"{""<18"": 3, ""18-25"": 3, ""26-35"": 5, ""36-45"": 6, ""46-60"": 7, ""60+"": 4}"
Himachal-Pradesh,2011,Work Pressurz,36,"{""<18"": 4, ""18-25"": 5, ""26-35"": 10, ""36-45"": 2, ""46-60"": 5, ""60+"": 2}"
Himachal Pradesh,2011,Unknown,43,"{""<18"": 6, ""18-25"": 9, ""26-35"": 4, ""36-45"": 2, ""46-60"": 8, ""60+"": 8}"
Himachal Pradesh,2011,Natural Causes,41,"{""<18"": 1, ""18-25"": 5, ""26-35"": 13, ""36-45"": 9, ""46-60"": 3, ""60+"": 4}"
Himachal Pradesh,2012,Family Issues,39,"{""<18"": 5, ""18-25"": 6, ""26-35"": 8, ""36-45"": 2, ""46-60"": 6, ""60+"": 3}"
Himachal Pradesh,2012,Financial Crisis,33,"{'<18': 7, '18-25': 6, '26-35': 7, '36-45': 8, '46-60': 2, '60+': 6}"
Himachal Pradesh,2012,Mental Illness,41,"{""<18"": 1, ""18-25"": 1, ""26-35"": 6, ""36-45"": 6, ""46-60"": 4, ""60+"": 5}"
Himachal Pradesh,2012,Relationship Issues,44,"{""<18"": 4, ""18-25"": 4, ""26-35"": 8, ""36-45"": 9, ""46-60"": 3, ""60+"": 4}"
Himachal Pradesh,2012,Exam Stress,34,"{""<18"": 15, ""18-25"": 4, ""26-35"": 8, ""36-45"": 6, ""46-60"": 10, ""60+"": 4}"
Himachal Pradesh,2012,Addiction,36,"{'<18': 3, '18-25': 8, '26-35': 1, '36-45': 3, '46-60': 4, '60+': 4}"
Himachalpradesh,2012,Chronic Illness,34,"{""<18"": 9, ""18-25"": 3, ""26-35"": 5, ""36-45"": 9, ""46-60"": 6, ""60+"": 8}"
Himachal Pradesh,2012,Unemployment,41,"{'<18': 4, '18-25': 9, '26-35': 4, '36-45': 2, '46-60': 9, '60+': 2}"
Himachal Pradesh,2012,Work Pressurx,41,"{""<18"": 0, ""18-25"": 3, ""26-35"": 6, ""36-45"": 3, ""46-60"": 4, ""60+"": 7}"
Himachal Pradesh,2012,Unknown,39,"{'<18': 5, '18-25': 3, '26-35': 3, '36-45': 4, '46-60': 3, '60+': 5}"
Himachalpradesh,2012,Natural Causes,32,"{""<18"": 6, ""18-25"": 2, ""26-35"": 8, ""36-45"": 9, ""46-60"": 7, ""60+"": 3}"
Himachal Pradesh,2013,Family Issues,49,"{""<18"": 5, ""18-25"": 7, ""26-35"": 5, ""36-45"": 2, ""46-60"": 4, ""60+"": 4}"
Himachal Pradesh,2013,Financial Crisis,44,"{""<18"": 7, ""18-25"": 5, ""26-35"": 4, ""36-45"": 6, ""46-60"": 7, ""60+"": 4}"
Himachal-Pradesh,2013,Mental Illness,39,"{""<18"": 5, ""18-25"": 8, ""26-35"": 8, ""36-45"": 1, ""46-60"": 6, ""60+"": 10}"
Himachal-Pradesh,2013,Relationship Issues,36,"{""<18"": 5, ""18-25"": 1, ""26-35"": 4, ""36-45"": 3, ""46-60"": 4, ""60+"": 5}"
Himachal Pradesh,2013,Exam Stress,52,"{'<18': 8, '18-25': 7, '26-35': 3, '36-45': 7, '46-60': 4, '60+': 8}"
Himachalpradesh,2013,Addiction,45,"{""<18"": 6, ""18-25"": 5, ""26-35"": 7, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Himachal Pradesh,2013,Chronic Illness,44,"{'<18': 6, '18-25': 3, '26-35': 1, '36-45': 11, '46-60': 5, '60+': 7}"
Himachal-Pradesh,2013,Unemployment,33,"{""<18"": 4, ""18-25"": 4, ""26-35"": 7, ""36-45"": 2, ""46-60"": 1, ""60+"": 0}"
Himachal Pradesh,2013,Work Pressure,38,"{""<18"": 3, ""18-25"": 3, ""26-35"": 11, ""36-45"": 8, ""46-60"": 4, ""60+"": 3}"
Himachalpradesh,2013,Unknown,44,"{""<18"": 6, ""18-25"": 6, ""26-35"": 7, ""36-45"": 4, ""46-60"": 8, ""60+"": 3}"
Himachal Pradesh,2013,Natural Causes,33,"{""<18"": 3, ""18-25"": 4, ""26-35"": 3, ""36-45"": 3, ""46-60"": 3, ""60+"": 7}"
Himachal Pradesh,2014,Family Issues,31,"{""<18"": 4, ""18-25"": 2, ""26-35"": 8, ""36-45"": 4, ""46-60"": 2, ""60+"": 6}"
Himachal-Pradesh,2014,Financial Crisis,36,"{""<18"": 4, ""18-25"": 7, ""26-35"": 6, ""36-45"": 7, ""46-60"": 1, ""60+"": 12}"
Himachal-Pradesh,2014,Mental Illness,31,"{'<18': 12, '18-25': 3, '26-35': 5, '36-45': 4, '46-60': 4, '60+': 6}"
Himachal Pradesh,2014,Relationship Issues,37,"{""<18"": 4, ""18-25"": 3, ""26-35"": 4, ""36-45"": 9, ""46-60"": 7, ""60+"": 7}"
Himachal Pradesh,2014,Exam Stress,39,"{""<18"": 10, ""18-25"": 5, ""26-35"": 5, ""36-45"": 1, ""46-60"": 7, ""60+"": 5}"
Himachal Pradesh,2014,Addiction,32,"{""<18"": 8, ""18-25"": 4, ""26-35"": 2, ""36-45"": 6, ""46-60"": 4, ""60+"": 5}"
Himachal-Pradesh,2014,Chronic Illness,52,"{""<18"": 5, ""18-25"": 13, ""26-35"": 7, ""36-45"": 6, ""46-60"": 4, ""60+"": 6}"
Himachal-Pradesh,2014,Unemployment,61,"{""<18"": 5, ""18-25"": 4, ""26-35"": 8, ""36-45"": 6, ""46-60"": 8, ""60+"": 7}"
Himachal-Pradesh,2014,Work Pressure,35,"{'<18': 4, '18-25': 3, '26-35': 6, '36-45': 10, '46-60': 2, '60+': 4}"
Himachal Pradesh,2014,Unknown,48,"{'<18': 5, '18-25': 2, '26-35': 5, '36-45': 1, '46-60': 7, '60+': 9}"
Himachal-Pradesh,2014,Natural Causes,34,"{""<18"": 4, ""18-25"": 6, ""26-35"": 3, ""36-45"": 1, ""46-60"": 6, ""60+"": 7}"
Himachal Pradesh,2015,Family Issues,46,"{""<18"": 5, ""18-25"": 2, ""26-35"": 3, ""36-45"": 3, ""46-60"": 6, ""60+"": 8}"
Himachalpradesh,2015,Financial Crisis,45,"{'<18': 7, '18-25': 3, '26-35': 3, '36-45': 4, '46-60': 3, '60+': 8}"
Himachal Pradesh,2015,Mental Illness,40,"{""<18"": 4, ""18-25"": 1, ""26-35"": 7, ""36-45"": 10, ""46-60"": 4, ""60+"": 4}"
Himachal Pradesh,2015,Relationship Issues,43,"{'<18': 9, '18-25': 4, '26-35': 7, '36-45': 10, '46-60': 4, '60+': 4}"
Himachal Pradesh,2015,Exam Stress,48,"{""<18"": 8, ""18-25"": 5, ""26-35"": 6, ""36-45"": 3, ""46-60"": 4, ""60+"": 5}"
Himachal Pradesh,2015,Addiction,36,"{""<18"": 5, ""18-25"": 2, ""26-35"": 4, ""36-45"": 7, ""46-60"": 5, ""60+"": 2}"
Himachal-Pradesh,2015,Chronic Illness,43,"{'<18': 7, '18-25': 4, '26-35': 3, '36-45': 9, '46-60': 10, '60+': 5}"
Himachal Pradesh,2015,Unemployment,39,"{'<18': 9, '18-25': 3, '26-35': 5, '36-45': 6, '46-60': 7, '60+': 5}"
Himachal-Pradesh,2015,Work Pressure,36,"{""<18"": 6, ""18-25"": 4, ""26-35"": 3, ""36-45"": 5, ""46-60"": 6, ""60+"": 2}"
Himachal Pradesh,2015,Unknowz,47,"{'<18': 5, '18-25': 5, '26-35': 5, '36-45': 7, '46-60': 6, '60+': 2}"
Himachal Pradesh,2015,Natural Causes,33,"{'<18': 7, '18-25': 6, '26-35': 4, '36-45': 3, '46-60': 4, '60+': 3}"
Himachal-Pradesh,2016,Family Issues,46,"{""<18"": 8, ""18-25"": 3, ""26-35"": 4, ""36-45"": 10, ""46-60"": 5, ""60+"": 6}"
Himachal Pradesh,2016,Financial Crisis,41,"{""<18"": 5, ""18-25"": 6, ""26-35"": 2, ""36-45"": 5, ""46-60"": 5, ""60+"": 3}"
Himachal-Pradesh,2016,Mental Illness,31,"{""<18"": 6, ""18-25"": 10, ""26-35"": 8, ""36-45"": 6, ""46-60"": 4, ""60+"": 7}"
Himachal-Pradesh,2016,Relationship Issues,46,"{""<18"": 4, ""18-25"": 6, ""26-35"": 2, ""36-45"": 4, ""46-60"": 5, ""60+"": 7}"
Himachal-Pradesh,2016,Exam Stresx,43,"{""<18"": 8, ""18-25"": 5, ""26-35"": 9, ""36-45"": 4, ""46-60"": 3, ""60+"": 6}"
Himachalpradesh,2016,Addiction,42,"{""<18"": 2, ""18-25"": 3, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 4}"
Himachal-Pradesh,2016,Chronic Illness,39,"{""<18"": 9, ""18-25"": 7, ""26-35"": 7, ""36-45"": 5, ""46-60"": 6, ""60+"": 3}"
Himachal Pradesh,2016,Unemployment,51,"{""<18"": 2, ""18-25"": 3, ""26-35"": 4, ""36-45"": 7, ""46-60"": 4, ""60+"": 6}"
Himachal Pradesh,2016,Work Pressure,50,"{""<18"": 3, ""18-25"": 8, ""26-35"": 5, ""36-45"": 4, ""46-60"": 2, ""60+"": 3}"
Himachal Pradesh,2016,Unknown,43,"{""<18"": 4, ""18-25"": 6, ""26-35"": 10, ""36-45"": 10, ""46-60"": 7, ""60+"": 6}"
Himachal Pradesh,2016,Natural Causes,32,"{""<18"": 4, ""18-25"": 5, ""26-35"": 6, ""36-45"": 4, ""46-60"": 5, ""60+"": 3}"
Himachal-Pradesh,2017,Family Issues,43,"{'<18': 8, '18-25': 7, '26-35': 4, '36-45': 4, '46-60': 3, '60+': 6}"
Himachal Pradesh,2017,Financial Crisis,38,"{'<18': 2, '18-25': 3, '26-35': 2, '36-45': 3, '46-60': 4, '60+': 11}"
Himachal-Pradesh,2017,Mental Illnesy,51,"{'<18': 8, '18-25': 5, '26-35': 5, '36-45': 5, '46-60': 3, '60+': 9}"
Himachal-Pradesh,2017,Relationship Issues,44,"{""<18"": 2, ""18-25"": 5, ""26-35"": 2, ""36-45"": 7, ""46-60"": 4, ""60+"": 5}"
Himachal-Pradesh,2017,Exam Stress,46,"{""<18"": 2, ""18-25"": 5, ""26-35"": 6, ""36-45"": 7, ""46-60"": 3, ""60+"": 5}"
Himachal Pradesh,2017,Addiction,32,"{""<18"": 6, ""18-25"": 6, ""26-35"": 6, ""36-45"": 8, ""46-60"": 6, ""60+"": 4}"
Himachalpradesh,2017,Chronic Illness,38,"{'<18': 7, '18-25': 4, '26-35': 6, '36-45': 6, '46-60': 4, '60+': 6}"
Himachal Pradesh,2017,Unemployment,36,"{'<18': 3, '18-25': 4, '26-35': 5, '36-45': 6, '46-60': 4, '60+': 3}"
Himachal Pradesh,2017,Work Pressure,36,"{""<18"": 6, ""18-25"": 1, ""26-35"": 3, ""36-45"": 4, ""46-60"": 4, ""60+"": 4}"
Himachalpradesh,2017,Unknown,39,"{""<18"": 6, ""18-25"": 8, ""26-35"": 4, ""36-45"": 5, ""46-60"": 2, ""60+"": 6}"
Himachal Pradesh,2017,Natural Causes,49,"{""<18"": 5, ""18-25"": 10, ""26-35"": 3, ""36-45"": 4, ""46-60"": 7, ""60+"": 7}"
Himachal Pradesh,2018,Family Issues,44,"{""<18"": 6, ""18-25"": 8, ""26-35"": 3, ""36-45"": 5, ""46-60"": 5, ""60+"": 2}"
Himachal Pradesh,2018,Financial Crisis,36,"{""<18"": 6, ""18-25"": 10, ""26-35"": 5, ""36-45"": 8, ""46-60"": 8, ""60+"": 6}"
Himachal Pradesh,2018,Mental Illness,45,"{""<18"": 3, ""18-25"": 8, ""26-35"": 6, ""36-45"": 8, ""46-60"": 8, ""60+"": 3}"
Himachalpradesh,2018,Relationship Issues,38,"{""<18"": 4, ""18-25"": 3, ""26-35"": 5, ""36-45"": 6, ""46-60"": 7, ""60+"": 6}"
Himachalpradesh,2018,Exam Stress,36,"{""<18"": 4, ""18-25"": 3, ""26-35"": 4, ""36-45"": 2, ""46-60"": 2, ""60+"": 4}"
Himachal-Pradesh,2018,Addictiox,39,"{""<18"": 4, ""18-25"": 5, ""26-35"": 2, ""36-45"": 5, ""46-60"": 6, ""60+"": 3}"
Himachalpradesh,2018,Chronic Illness,33,"{""<18"": 6, ""18-25"": 6, ""26-35"": 4, ""36-45"": 2, ""46-60"": 4, ""60+"": 4}"
Himachal Pradesh,2018,Unemployment,39,"{""<18"": 6, ""18-25"": 5, ""26-35"": 5, ""36-45"": 7, ""46-60"": 8, ""60+"": 3}"
Himachal Pradesh,2018,Work Pressure,43,"{""<18"": 9, ""18-25"": 5, ""26-35"": 6, ""36-45"": 3, ""46-60"": 5, ""60+"": 3}"
Himachalpradesh,2018,Unknown,38,"{""<18"": 6, ""18-25"": 9, ""26-35"": 5, ""36-45"": 7, ""46-60"": 3, ""60+"": 8}"
Himachalpradesh,2018,Natural Causes,47,"{""<18"": 4, ""18-25"": 3, ""26-35"": 5, ""36-45"": 7, ""46-60"": 4, ""60+"": 1}"
Himachal-Pradesh,2019,Family Issues,36,"{""<18"": 3, ""18-25"": 8, ""26-35"": 6, ""36-45"": 3, ""46-60"": 5, ""60+"": 6}"
Himachal Pradesh,2019,Financial Crisis,49,"{""<18"": 3, ""18-25"": 1, ""26-35"": 3, ""36-45"": 13, ""46-60"": 6, ""60+"": 11}"
Himachal Pradesh,2019,Mental Illness,46,"{'<18': 1, '18-25': 10, '26-35': 3, '36-45': 5, '46-60': 6, '60+': 7}"
Himachalpradesh,2019,Relationship Issues,57,"{""<18"": 7, ""18-25"": 4, ""26-35"": 8, ""36-45"": 7, ""46-60"": 6, ""60+"": 7}"
Himachal-Pradesh,2019,Exam Stresx,35,"{""<18"": 3, ""18-25"": 3, ""26-35"": 6, ""36-45"": 7, ""46-60"": 6, ""60+"": 4}"
Himachal-Pradesh,2019,Addiction,48,"{""<18"": 0, ""18-25"": 3, ""26-35"": 4, ""36-45"": 5, ""46-60"": 2, ""60+"": 8}"
Himachal Pradesh,2019,Chronic Illness,30,"{""<18"": 5, ""18-25"": 5, ""26-35"": 1, ""36-45"": 5, ""46-60"": 4, ""60+"": 5}"
Himachalpradesh,2019,Unemployment,31,"{""<18"": 5, ""18-25"": 6, ""26-35"": 2, ""36-45"": 4, ""46-60"": 4, ""60+"": 5}"
Himachal Pradesh,2019,Work Pressure,40,"{""<18"": 7, ""18-25"": 9, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 2}"
Himachalpradesh,2019,Unknown,33,"{""<18"": 9, ""18-25"": 7, ""26-35"": 5, ""36-45"": 6, ""46-60"": 1, ""60+"": 3}"
Himachal Pradesh,2019,Natural Causes,57,"{""<18"": 7, ""18-25"": 6, ""26-35"": 2, ""36-45"": 5, ""46-60"": 3, ""60+"": 3}"
Himachal Pradesh,2020,Family Issues,30,"{""<18"": 8, ""18-25"": 6, ""26-35"": 5, ""36-45"": 4, ""46-60"": 2, ""60+"": 8}"
Himachal-Pradesh,2020,Financial Crisis,40,"{""<18"": 3, ""18-25"": 5, ""26-35"": 8, ""36-45"": 5, ""46-60"": 2, ""60+"": 3}"
Himachal Pradesh,2020,Mental Illness,34,"{""<18"": 8, ""18-25"": 4, ""26-35"": 6, ""36-45"": 6, ""46-60"": 5, ""60+"": 7}"
Himachal Pradesh,2020,Relationship Issues,43,"{""<18"": 8, ""18-25"": 4, ""26-35"": 2, ""36-45"": 6, ""46-60"": 6, ""60+"": 7}"
Himachalpradesh,2020,Exam Stress,43,"{'<18': 2, '18-25': 2, '26-35': 3, '36-45': 4, '46-60': 9, '60+': 3}"
Himachalpradesh,2020,Addiction,44,"{'<18': 5, '18-25': 7, '26-35': 7, '36-45': 7, '46-60': 3, '60+': 7}"
Himachalpradesh,2020,Chronic Illness,35,"{'<18': 4, '18-25': 7, '26-35': 6, '36-45': 2, '46-60': 5, '60+': 6}"
Himachal Pradesh,2020,Unemployment,33,"{'<18': 12, '18-25': 4, '26-35': 9, '36-45': 8, '46-60': 7, '60+': 4}"
Himachal Pradesh,2020,Work Pressure,39,"{""<18"": 5, ""18-25"": 7, ""26-35"": 5, ""36-45"": 8, ""46-60"": 5, ""60+"": 7}"
Himachalpradesh,2020,Unknown,43,"{'<18': 8, '18-25': 6, '26-35': 5, '36-45': 4, '46-60': 7, '60+': 5}"
Himachal Pradesh,2020,Natural Causes,35,"{""<18"": 6, ""18-25"": 5, ""26-35"": 1, ""36-45"": 6, ""46-60"": 4, ""60+"": 6}"
Himachalpradesh,2021,Family Issues,37,"{'<18': 4, '18-25': 4, '26-35': 6, '36-45': 0, '46-60': 2, '60+': 5}"
Himachal-Pradesh,2021,Financial Crisis,46,"{""<18"": 5, ""18-25"": 2, ""26-35"": 5, ""36-45"": 7, ""46-60"": 7, ""60+"": 4}"
Himachal Pradesh,2021,Mental Illness,34,"{'<18': 3, '18-25': 7, '26-35': 11, '36-45': 3, '46-60': 12, '60+': 6}"
Himachal Pradesh,2021,Relationship Issues,42,"{""<18"": 3, ""18-25"": 2, ""26-35"": 5, ""36-45"": 4, ""46-60"": 4, ""60+"": 4}"
Himachal-Pradesh,2021,Exam Stress,38,"{""<18"": 7, ""18-25"": 3, ""26-35"": 2, ""36-45"": 1, ""46-60"": 5, ""60+"": 6}"
Himachal Pradesh,2021,Addiction,47,"{""<18"": 3, ""18-25"": 4, ""26-35"": 0, ""36-45"": 4, ""46-60"": 4, ""60+"": 6}"
Himachal-Pradesh,2021,Chronic Illness,40,"{""<18"": 3, ""18-25"": 8, ""26-35"": 9, ""36-45"": 4, ""46-60"": 4, ""60+"": 5}"
Himachalpradesh,2021,Unemployment,39,"{'<18': 3, '18-25': 9, '26-35': 2, '36-45': 4, '46-60': 5, '60+': 3}"
Himachalpradesh,2021,Work Pressure,37,"{'<18': 7, '18-25': 7, '26-35': 7, '36-45': 6, '46-60': 6, '60+': 2}"
Himachalpradesh,2021,Unknown,38,"{""<18"": 4, ""18-25"": 7, ""26-35"": 4, ""36-45"": 7, ""46-60"": 8, ""60+"": 8}"
Himachal-Pradesh,2021,Natural Causes,29,"{""<18"": 2, ""18-25"": 9, ""26-35"": 8, ""36-45"": 5, ""46-60"": 7, ""60+"": 1}"
Himachal-Pradesh,2022,Family Issues,34,"{""<18"": 6, ""18-25"": 5, ""26-35"": 4, ""36-45"": 5, ""46-60"": 6, ""60+"": 8}"
Himachal Pradesh,2022,Financial Crisis,31,"{""<18"": 4, ""18-25"": 7, ""26-35"": 9, ""36-45"": 10, ""46-60"": 6, ""60+"": 7}"
Himachal Pradesh,2022,Mental Illnesy,44,"{""<18"": 8, ""18-25"": 5, ""26-35"": 7, ""36-45"": 3, ""46-60"": 5, ""60+"": 5}"
Himachal Pradesh,2022,Relationship Issues,37,"{""<18"": 5, ""18-25"": 3, ""26-35"": 5, ""36-45"": 6, ""46-60"": 7, ""60+"": 2}"
Himachal Pradesh,2022,Exam Stress,36,"{""<18"": 2, ""18-25"": 1, ""26-35"": 2, ""36-45"": 5, ""46-60"": 9, ""60+"": 4}"
Himachalpradesh,2022,Addiction,45,"{""<18"": 2, ""18-25"": 5, ""26-35"": 7, ""36-45"": 2, ""46-60"": 6, ""60+"": 4}"
Himachalpradesh,2022,Chronic Illness,42,"{""<18"": 5, ""18-25"": 6, ""26-35"": 8, ""36-45"": 6, ""46-60"": 3, ""60+"": 6}"
Himachalpradesh,2022,Unemployment,48,"{""<18"": 2, ""18-25"": 4, ""26-35"": 5, ""36-45"": 5, ""46-60"": 5, ""60+"": 8}"
Himachalpradesh,2022,Work Pressurz,39,"{'<18': 4, '18-25': 3, '26-35': 8, '36-45': 6, '46-60': 4, '60+': 6}"
Himachal Pradesh,2022,Unknown,39,"{""<18"": 5, ""18-25"": 3, ""26-35"": 6, ""36-45"": 3, ""46-60"": 9, ""60+"": 6}"
Himachal-Pradesh,2022,Natural Causes,52,"{""<18"": 4, ""18-25"": 4, ""26-35"": 7, ""36-45"": 4, ""46-60"": 4, ""60+"": 2}"
Goa,2008,Family Issues,36,"{""<18"": 1, ""18-25"": 7, ""26-35"": 3, ""36-45"": 5, ""46-60"": 3, ""60+"": 9}"
Goa,2008,Financial Crisis,46,"{""<18"": 3, ""18-25"": 9, ""26-35"": 3, ""36-45"": 2, ""46-60"": 3, ""60+"": 3}"
Goa,2008,Mental Illness,51,"{""<18"": 6, ""18-25"": 5, ""26-35"": 4, ""36-45"": 4, ""46-60"": 4, ""60+"": 3}"
Goa,2008,Relationship Issues,44,"{'<18': 2, '18-25': 6, '26-35': 8, '36-45': 6, '46-60': 8, '60+': 3}"
Goa,2008,Exam Stress,41,"{""<18"": 6, ""18-25"": 7, ""26-35"": 6, ""36-45"": 1, ""46-60"": 4, ""60+"": 5}"
Goa,2008,Addiction,36,"{""<18"": 4, ""18-25"": 8, ""26-35"": 3, ""36-45"": 6, ""46-60"": 6, ""60+"": 8}"
Gea,2008,Chronic Illness,52,"{""<18"": 3, ""18-25"": 4, ""26-35"": 6, ""36-45"": 7, ""46-60"": 5, ""60+"": 6}"
Goa,2008,Unemployment,47,"{""<18"": 4, ""18-25"": 3, ""26-35"": 3, ""36-45"": 6, ""46-60"": 8, ""60+"": 10}"
Goa,2008,Work Pressure,45,"{""<18"": 3, ""18-25"": 6, ""26-35"": 7, ""36-45"": 4, ""46-60"": 2, ""60+"": 6}"
Goa,2008,Unknown,32,"{'<18': 6, '18-25': 7, '26-35': 7, '36-45': 2, '46-60': 5, '60+': 4}"
Goa,2008,Natural Causes,52,"{""<18"": 4, ""18-25"": 8, ""26-35"": 10, ""36-45"": 5, ""46-60"": 2, ""60+"": 8}"
Goa,2009,Family Issues,29,"{""<18"": 4, ""18-25"": 8, ""26-35"": 7, ""36-45"": 7, ""46-60"": 8, ""60+"": 7}"
Goa,2009,Financial Crisiy,47,"{""<18"": 1, ""18-25"": 0, ""26-35"": 6, ""36-45"": 3, ""46-60"": 2, ""60+"": 7}"
Goa,2009,Mental Illness,44,"{'<18': 7, '18-25': 1, '26-35': 3, '36-45': 8, '46-60': 6, '60+': 1}"
Goa,2009,Relationship Issues,37,"{""<18"": 3, ""18-25"": 6, ""26-35"": 1, ""36-45"": 6, ""46-60"": 7, ""60+"": 4}"
Goa,2009,Exam Stress,36,"{""<18"": 3, ""18-25"": 7, ""26-35"": 9, ""36-45"": 9, ""46-60"": 7, ""60+"": 4}"
Goa,2009,Addiction,27,"{""<18"": 1, ""18-25"": 4, ""26-35"": 3, ""36-45"": 2, ""46-60"": 8, ""60+"": 6}"
Goa,2009,Chronic Illness,45,"{""<18"": 7, ""18-25"": 5, ""26-35"": 3, ""36-45"": 11, ""46-60"": 6, ""60+"": 4}"
Goa,2009,Unemployment,36,"{""<18"": 8, ""18-25"": 4, ""26-35"": 6, ""36-45"": 5, ""46-60"": 7, ""60+"": 7}"
Goa,2009,Work Pressure,53,"{""<18"": 3, ""18-25"": 8, ""26-35"": 3, ""36-45"": 4, ""46-60"": 4, ""60+"": 4}"
Goa,2009,Unknown,50,"{""<18"": 9, ""18-25"": 7, ""26-35"": 4, ""36-45"": 6, ""46-60"": 2, ""60+"": 3}"
Goa,2009,Natural Causes,37,"{""<18"": 6, ""18-25"": 6, ""26-35"": 7, ""36-45"": 4, ""46-60"": 9, ""60+"": 5}"
Goa,2010,Family Issues,35,"{""<18"": 6, ""18-25"": 7, ""26-35"": 8, ""36-45"": 6, ""46-60"": 4, ""60+"": 6}"
